ukb_field	t1_or_dmri	anatomy	left_or_right	measurement_type	dmri_measure	t1_anatomy_group	notes	ukb_link
25385	dMRI	superior longitudinal fasciculus	left	dMRI skeleton (TBSS-style measurement)	ICVF	NA	Mean ICVF (intra-cellular volume fraction) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25385
25386	dMRI	superior fronto-occipital fasciculus	right	dMRI skeleton (TBSS-style measurement)	ICVF	NA	Mean ICVF (intra-cellular volume fraction) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25386
25387	dMRI	superior fronto-occipital fasciculus	left	dMRI skeleton (TBSS-style measurement)	ICVF	NA	Mean ICVF (intra-cellular volume fraction) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25387
25388	dMRI	uncinate fasciculus	right	dMRI skeleton (TBSS-style measurement)	ICVF	NA	Mean ICVF (intra-cellular volume fraction) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25388
25389	dMRI	uncinate fasciculus	left	dMRI skeleton (TBSS-style measurement)	ICVF	NA	Mean ICVF (intra-cellular volume fraction) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25389
25390	dMRI	tapetum	right	dMRI skeleton (TBSS-style measurement)	ICVF	NA	Mean ICVF (intra-cellular volume fraction) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25390
25391	dMRI	tapetum	left	dMRI skeleton (TBSS-style measurement)	ICVF	NA	Mean ICVF (intra-cellular volume fraction) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25391
25392	dMRI	middle cerebellar peduncle	NA	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25392
25393	dMRI	pontine crossing tract	NA	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25393
25394	dMRI	genu of corpus callosum	NA	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25394
25395	dMRI	body of corpus callosum	NA	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25395
25396	dMRI	splenium of corpus callosum	NA	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25396
25397	dMRI	fornix	NA	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25397
25398	dMRI	corticospinal tract	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25398
25399	dMRI	corticospinal tract	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25399
25400	dMRI	medial lemniscus	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25400
25401	dMRI	medial lemniscus	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25401
25402	dMRI	inferior cerebellar peduncle	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25402
25403	dMRI	inferior cerebellar peduncle	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25403
25404	dMRI	superior cerebellar peduncle	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25404
25405	dMRI	superior cerebellar peduncle	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25405
25406	dMRI	cerebral peduncle	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25406
25407	dMRI	cerebral peduncle	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25407
25408	dMRI	anterior limb of internal capsule	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25408
25409	dMRI	anterior limb of internal capsule	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25409
25410	dMRI	posterior limb of internal capsule	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25410
25411	dMRI	posterior limb of internal capsule	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25411
25412	dMRI	retrolenticular part of internal capsule	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25412
25413	dMRI	retrolenticular part of internal capsule	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25413
25414	dMRI	anterior corona radiata	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25414
25415	dMRI	anterior corona radiata	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25415
25416	dMRI	superior corona radiata	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25416
25417	dMRI	superior corona radiata	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25417
25418	dMRI	posterior corona radiata	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25418
25419	dMRI	posterior corona radiata	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25419
25420	dMRI	posterior thalamic radiation	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25420
25421	dMRI	posterior thalamic radiation	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25421
25422	dMRI	sagittal stratum	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25422
25423	dMRI	sagittal stratum	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25423
25424	dMRI	external capsule	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25424
25425	dMRI	external capsule	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25425
25426	dMRI	cingulum cingulate gyrus	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25426
25427	dMRI	cingulum cingulate gyrus	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25427
25428	dMRI	cingulum hippocampus	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25428
25429	dMRI	cingulum hippocampus	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25429
25430	dMRI	fornix cres+stria terminalis	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25430
25431	dMRI	fornix cres+stria terminalis	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25431
25432	dMRI	superior longitudinal fasciculus	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25432
25433	dMRI	superior longitudinal fasciculus	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25433
25434	dMRI	superior fronto-occipital fasciculus	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25434
25435	dMRI	superior fronto-occipital fasciculus	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25435
25436	dMRI	uncinate fasciculus	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25436
25437	dMRI	uncinate fasciculus	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25437
25438	dMRI	tapetum	right	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25438
25439	dMRI	tapetum	left	dMRI skeleton (TBSS-style measurement)	OD	NA	Mean OD (orientation dispersion index) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25439
25440	dMRI	middle cerebellar peduncle	NA	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25440
25441	dMRI	pontine crossing tract	NA	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25441
25442	dMRI	genu of corpus callosum	NA	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25442
25443	dMRI	body of corpus callosum	NA	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25443
25444	dMRI	splenium of corpus callosum	NA	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25444
25445	dMRI	fornix	NA	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25445
25446	dMRI	corticospinal tract	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25446
25447	dMRI	corticospinal tract	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25447
25448	dMRI	medial lemniscus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25448
25449	dMRI	medial lemniscus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25449
25450	dMRI	inferior cerebellar peduncle	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25450
25451	dMRI	inferior cerebellar peduncle	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25451
25452	dMRI	superior cerebellar peduncle	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25452
25453	dMRI	superior cerebellar peduncle	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25453
25454	dMRI	cerebral peduncle	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25454
25455	dMRI	cerebral peduncle	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25455
25456	dMRI	anterior limb of internal capsule	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI da	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25456
25457	dMRI	anterior limb of internal capsule	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI dat	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25457
25458	dMRI	posterior limb of internal capsule	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI d	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25458
25459	dMRI	posterior limb of internal capsule	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI da	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25459
25460	dMRI	retrolenticular part of internal capsule	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25460
25461	dMRI	retrolenticular part of internal capsule	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from d	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25461
25462	dMRI	anterior corona radiata	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25462
25463	dMRI	anterior corona radiata	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25463
25464	dMRI	superior corona radiata	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25464
25465	dMRI	superior corona radiata	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25465
25466	dMRI	posterior corona radiata	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25466
25467	dMRI	posterior corona radiata	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25467
25468	dMRI	posterior thalamic radiation	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25468
25469	dMRI	posterior thalamic radiation	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25469
25470	dMRI	sagittal stratum	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25470
25471	dMRI	sagittal stratum	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25471
25472	dMRI	external capsule	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25472
25473	dMRI	external capsule	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25473
25474	dMRI	cingulum cingulate gyrus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25474
25475	dMRI	cingulum cingulate gyrus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25475
25476	dMRI	cingulum hippocampus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25476
25477	dMRI	cingulum hippocampus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25477
25478	dMRI	fornix cres+stria terminalis	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25478
25479	dMRI	fornix cres+stria terminalis	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25479
25480	dMRI	superior longitudinal fasciculus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI dat	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25480
25481	dMRI	superior longitudinal fasciculus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25481
25482	dMRI	superior fronto-occipital fasciculus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25482
25483	dMRI	superior fronto-occipital fasciculus	left	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25483
25484	dMRI	uncinate fasciculus	right	dMRI skeleton (TBSS-style measurement)	ISOVF	NA	Mean ISOVF (isotropic or free water volume fraction) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data)	http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=25484
